d000.s00000.t00000 bn:00106124a
d000.s04442.t00001 bn:00076496n
d000.s04442.t00002 bn:00003125n
d000.s04442.t00003 bn:00005732n
d000.s04442.t00004 bn:00078738n
d000.s04443.t00000 bn:00078738n
d000.s04443.t00001 bn:00083472v
d000.s04443.t00002 bn:00014160n
d000.s04443.t00003 bn:00023236n
d000.s04444.t00000 bn:00093287v
d000.s04444.t00001 bn:00116295r
d000.s04444.t00002 bn:00048655n
d000.s04445.t00000 bn:00021844n
d000.s04446.t00000 bn:00049573n
d000.s04446.t00001 bn:00109507a
d000.s04446.t00002 bn:00025965n
d000.s04446.t00003 bn:00106724a
d000.s04446.t00004 bn:00074615n
d000.s04446.t00005 bn:00006382n
d000.s04446.t00006 bn:00070219n
d000.s04446.t00007 bn:00110175a
d000.s04446.t00008 bn:00001557n
d000.s04447.t00000 bn:00078738n
d000.s04447.t00001 bn:00030858n
d000.s04448.t00000 bn:00064590n
d000.s04448.t00001 bn:00026695n
d000.s04449.t00000 bn:00115484r
d000.s04449.t00001 bn:00086417v
d000.s04449.t00002 bn:00001557n
d000.s04449.t00003 bn:00111685a
d000.s04449.t00004 bn:00046143n
d000.s04450.t00000 bn:00066433n
d000.s04450.t00001 bn:00107267a
d000.s04450.t00002 bn:00091307v
d000.s04450.t00003 bn:00032021n
d000.s04450.t00004 bn:00087115v
d000.s04450.t00005 bn:00084079v
d000.s04451.t00000 bn:00117048r
d000.s04451.t00001 bn:00078738n
d000.s04451.t00002 bn:00034394n
d000.s04451.t00003 bn:00062759n
d000.s04451.t00004 bn:00026695n
d000.s04451.t00005 bn:00087115v
d000.s04452.t00000 bn:00115147r
d000.s04452.t00001 bn:00046143n
d000.s04452.t00002 bn:00096572a
d000.s04452.t00003 bn:00071103n
d000.s04452.t00004 bn:00086417v
d000.s04452.t00005 bn:00000629n
d000.s04452.t00006 bn:00116295r
d000.s04453.t00000 bn:00032099n
d000.s04453.t00001 bn:00015178n
d000.s04453.t00002 bn:00106125a
d000.s04453.t00003 bn:00047059n
d000.s04453.t00004 bn:00030627n
d000.s04453.t00005 bn:00011936n
d000.s04453.t00006 bn:00061605n
d000.s04454.t00000 bn:00001557n
d000.s04454.t00001 bn:00099598a
d000.s04454.t00002 bn:00011936n
d000.s04454.t00003 bn:00055322n
d000.s04455.t00000 bn:00104162a
d000.s04455.t00001 bn:00022995n
d000.s04455.t00002 bn:00035769n
d000.s04455.t00003 bn:00061605n
d000.s04455.t00004 bn:00103419a
d000.s04455.t00005 bn:00086370v
d000.s04455.t00006 bn:00049573n
d000.s04456.t00000 bn:00082233v
d000.s04456.t00001 bn:00054523n
d000.s04457.t00000 bn:00084079v
d000.s04458.t00000 bn:00016733n
d000.s04458.t00001 bn:00086733v
d000.s04458.t00002 bn:00086013v
d000.s04458.t00003 bn:00046143n
d000.s04458.t00004 bn:00086417v
d000.s04458.t00005 bn:00089666v
d000.s04458.t00006 bn:00000670n
d000.s04459.t00000 bn:00046065n
d000.s04459.t00001 bn:00111685a
d000.s04459.t00002 bn:00032661n
d000.s04459.t00003 bn:00114246r
d000.s04459.t00004 bn:00000738n
d000.s04460.t00000 bn:00049573n
d000.s04460.t00001 bn:00026107n
d000.s04460.t00002 bn:00030820n
d000.s04460.t00003 bn:00036734n
d000.s04460.t00004 bn:00002275n
d000.s04460.t00005 bn:00104050a
d000.s04460.t00006 bn:00011936n
d000.s04461.t00000 bn:00109073a
d000.s04461.t00001 bn:00048242n
d000.s04461.t00002 bn:00030627n
d000.s04461.t00003 bn:00002275n
d000.s04461.t00004 bn:00001965n
d000.s04461.t00005 bn:00030951n
d000.s04461.t00006 bn:00079509n
d000.s04461.t00007 bn:00104162a
d000.s04461.t00008 bn:00030820n
d000.s04462.t00000 bn:00021961n
d000.s04462.t00001 bn:00003268n
d000.s04462.t00002 bn:00049573n
d000.s04463.t00000 bn:00032099n
d000.s04463.t00001 bn:00087572v
d000.s04463.t00002 bn:00046143n
d000.s04463.t00003 bn:00031973n
d000.s04463.t00004 bn:00107267a
d000.s04463.t00005 bn:00003793n
d000.s04463.t00006 bn:00030858n
d000.s04464.t00000 bn:00022995n
d000.s04464.t00001 bn:00084931v
d000.s04464.t00002 bn:00107267a
d000.s04464.t00003 bn:00077269n
d000.s04464.t00004 bn:00064590n
d000.s04464.t00005 bn:00082119v
d000.s04465.t00000 bn:00005732n
d000.s04465.t00001 bn:00054973n
d000.s04465.t00002 bn:00080439n
d000.s04466.t00000 bn:00020872n
d000.s04466.t00001 bn:00011936n
d000.s04466.t00002 bn:00002276n
d000.s04466.t00003 bn:00002275n
d000.s04466.t00004 bn:00105269a
d000.s04466.t00005 bn:00055322n
d000.s04467.t00000 bn:00028934n
d000.s04467.t00001 bn:00005513n
d000.s04467.t00002 bn:00101935a
d000.s04467.t00003 bn:00030525n
d000.s04467.t00004 bn:00066777n
d000.s04468.t00000 bn:00099598a
d000.s04468.t00001 bn:00021394n
d000.s04469.t00000 bn:00101358a
d000.s04469.t00001 bn:00013640n
d000.s04469.t00002 bn:00083240v
d000.s04469.t00003 bn:00036822n
d000.s04469.t00004 bn:00106125a
d000.s04469.t00005 bn:00011936n
d000.s04470.t00000 bn:00002275n
d000.s04470.t00001 bn:00030627n
d000.s04470.t00002 bn:00114246r
d000.s04470.t00003 bn:00111285a
d000.s04470.t00004 bn:00097846a
d000.s04470.t00005 bn:00083293v
d000.s04471.t00000 bn:00062349n
d000.s04471.t00001 bn:00014712n
d000.s04471.t00002 bn:00078738n
d000.s04472.t00000 bn:00045703n
d000.s04472.t00001 bn:00086675v
d000.s04472.t00002 bn:00103419a
d000.s04473.t00000 bn:00087731v
d000.s04473.t00001 bn:00026350n
d000.s04473.t00002 bn:00086567v
d000.s04474.t00000 bn:00111285a
d000.s04474.t00001 bn:00115635r
d000.s04475.t00000 bn:00114216r
d000.s04475.t00001 bn:00026695n
d000.s04475.t00002 bn:00030850n
d000.s04476.t00000 bn:00031258n
d000.s04476.t00001 bn:00097846a
d000.s04477.t00000 bn:00116295r
d000.s04477.t00001 bn:00098282a
d000.s04477.t00002 bn:00063703n
d000.s04477.t00003 bn:00079509n
d000.s04477.t00004 bn:00002275n
d000.s04478.t00000 bn:00107267a
d000.s04478.t00001 bn:00033602n
d000.s04478.t00002 bn:00011936n
d000.s04478.t00003 bn:00082995v
d000.s04478.t00004 bn:00058768n
d000.s04479.t00000 bn:00107787a
d000.s04479.t00001 bn:00030625n
d000.s04480.t00000 bn:00013639n
d000.s04480.t00001 bn:00114246r
d000.s04480.t00002 bn:00081337n
d000.s04480.t00003 bn:00002198n
d000.s04481.t00000 bn:00114246r
d000.s04481.t00001 bn:00065552n
d000.s04481.t00002 bn:00055322n
d000.s04481.t00003 bn:00092039v
d000.s04482.t00000 bn:00022991n
d000.s04483.t00000 bn:00085516v
d000.s04484.t00000 bn:00094089v
d000.s04484.t00001 bn:00062759n
d000.s04484.t00002 bn:00114246r
d000.s04485.t00000 bn:00085337v
d000.s04486.t00000 bn:00085516v
d000.s04487.t00000 bn:00116211r
d000.s04487.t00001 bn:00080543n
d000.s04488.t00000 bn:00116211r
d000.s04488.t00001 bn:00031714n
d000.s04489.t00000 bn:00018995n
d000.s04489.t00001 bn:00098342a
d000.s04489.t00002 bn:00007309n
d000.s04489.t00003 bn:00067975n
d000.s04489.t00004 bn:00043319n
d000.s04489.t00005 bn:00014438n
d000.s04489.t00006 bn:00013745n
d000.s04489.t00007 bn:00016974n
d000.s04489.t00008 bn:00074606n
d000.s04489.t00009 bn:00022736n
d000.s04489.t00010 bn:00091711v
d000.s04489.t00011 bn:00018345n
d000.s04489.t00012 bn:00008977n
d000.s04489.t00013 bn:00068233n
d000.s04489.t00014 bn:00055998n
d000.s04489.t00015 bn:00051109n
d000.s04489.t00016 bn:00020298n
d000.s04489.t00017 bn:00080386n
d000.s04489.t00018 bn:00046870n
d000.s04490.t00000 bn:00009472n
d000.s04490.t00001 bn:00062699n
d000.s04490.t00002 bn:00080831n
d000.s04490.t00003 bn:00115274r
d000.s04490.t00004 bn:00045705n
d000.s04490.t00005 bn:00085319v
d000.s04490.t00006 bn:00024534n
d000.s04490.t00007 bn:00085261v
d000.s04490.t00008 bn:00109359a
d000.s04490.t00009 bn:00090322v
d000.s04490.t00010 bn:00090400v
d000.s04491.t00000 bn:00117315r
d000.s04491.t00001 bn:00045458n
d000.s04491.t00002 bn:00028948n
d000.s04491.t00003 bn:00114281r
d000.s04491.t00004 bn:00117323r
d000.s04491.t00005 bn:00085614v
d000.s04492.t00000 bn:00019333n
d000.s04492.t00001 bn:00054774n
d000.s04492.t00002 bn:00014169n
d000.s04492.t00003 bn:00077593n
d000.s04492.t00004 bn:00090142v
d000.s04493.t00000 bn:00008187n
d000.s04493.t00001 bn:00000086n
d000.s04493.t00002 bn:00095802v
d000.s04493.t00003 bn:00050412n
d000.s04493.t00004 bn:00084272v
d000.s04493.t00005 bn:00085337v
d000.s04494.t00000 bn:00019032n
d000.s04494.t00001 bn:00093430v
d000.s04494.t00002 bn:00075103n
d000.s04494.t00003 bn:00098581a
d000.s04494.t00004 bn:00078986n
d000.s04494.t00005 bn:00082267v
d000.s04494.t00006 bn:00101649a
d000.s04494.t00007 bn:00033964n
d000.s04494.t00008 bn:00114626r
d000.s04494.t00009 bn:00080185n
d000.s04495.t00000 bn:00090098v
d000.s04495.t00001 bn:00088096v
d000.s04495.t00002 bn:00002185n
d000.s04495.t00003 bn:00077377n
d000.s04495.t00004 bn:00067975n
d000.s04495.t00005 bn:00025236n
d000.s04496.t00000 bn:00093776v
d000.s04496.t00001 bn:00002185n
d000.s04496.t00002 bn:00093430v
d000.s04496.t00003 bn:00043319n
d000.s04496.t00004 bn:00107267a
d000.s04496.t00005 bn:00086086v
d000.s04496.t00006 bn:00072004n
d000.s04496.t00007 bn:00086122v
d000.s04496.t00008 bn:00088733v
d000.s04496.t00009 bn:00114246r
d000.s04496.t00010 bn:00025236n
d000.s04496.t00011 bn:00086717v
d000.s04496.t00012 bn:00095597v
d000.s04496.t00013 bn:00002155n
d000.s04497.t00000 bn:00066032n
d000.s04497.t00001 bn:00001533n
d000.s04497.t00002 bn:00083370v
d000.s04497.t00003 bn:00012679n
d000.s04497.t00004 bn:00020872n
d000.s04497.t00005 bn:00090098v
d000.s04498.t00000 bn:00007630n
d000.s04498.t00001 bn:00012047n
d000.s04498.t00002 bn:00089240v
d000.s04498.t00003 bn:00072011n
d000.s04499.t00000 bn:00089240v
d000.s04499.t00001 bn:00001533n
d000.s04499.t00002 bn:00012873n
d000.s04499.t00003 bn:00056059n
d000.s04499.t00004 bn:00086531v
d000.s04499.t00005 bn:00052814n
d000.s04499.t00006 bn:00084848v
d000.s04499.t00007 bn:00023594n
d000.s04499.t00008 bn:00070964n
d000.s04499.t00009 bn:00027022n
d000.s04500.t00000 bn:00098342a
d000.s04500.t00001 bn:00045800n
d000.s04500.t00002 bn:00103764a
d000.s04500.t00003 bn:00032512n
d000.s04500.t00004 bn:00012289n
d000.s04500.t00005 bn:00095412v
d000.s04501.t00000 bn:00086935v
d000.s04501.t00001 bn:00092756v
d000.s04501.t00002 bn:00086717v
d000.s04501.t00003 bn:00087672v
d000.s04501.t00004 bn:00100948a
d000.s04502.t00000 bn:00040878n
d000.s04503.t00000 bn:00052121n
d000.s04504.t00000 bn:00064699n
d000.s04504.t00001 bn:00117251r
d000.s04504.t00002 bn:00089240v
d000.s04504.t00003 bn:00051016n
d000.s04505.t00000 bn:00089240v
d000.s04505.t00001 bn:00064699n
d000.s04505.t00002 bn:00040436n
d000.s04506.t00000 bn:00064699n
d000.s04506.t00001 bn:00112146a
d000.s04506.t00002 bn:00086682v
d000.s04506.t00003 bn:00088912v
d000.s04506.t00004 bn:00012289n
d000.s04507.t00000 bn:00088096v
d000.s04507.t00001 bn:00047159n
d000.s04507.t00002 bn:00114455r
d000.s04508.t00000 bn:00093430v
d000.s04508.t00001 bn:00025236n
d000.s04508.t00002 bn:00001530n
d000.s04508.t00003 bn:00116326r
d000.s04509.t00000 bn:00090142v
d000.s04509.t00001 bn:00086682v
d000.s04509.t00002 bn:00114079r
d000.s04509.t00003 bn:00087864v
d000.s04509.t00004 bn:00086122v
d000.s04509.t00005 bn:00092763v
d000.s04509.t00006 bn:00018991n
d000.s04509.t00007 bn:00083331v
d000.s04509.t00008 bn:00085614v
d000.s04509.t00009 bn:00042526n
d000.s04509.t00010 bn:00007309n
d000.s04509.t00011 bn:00071172n
d000.s04510.t00000 bn:00083293v
d000.s04510.t00001 bn:00087864v
d000.s04510.t00002 bn:00082536v
d000.s04510.t00003 bn:00065900n
d000.s04510.t00004 bn:00083181v
d000.s04511.t00000 bn:00088177v
d000.s04511.t00001 bn:00075813n
d000.s04511.t00002 bn:00067170n
d000.s04512.t00000 bn:00001533n
d000.s04512.t00001 bn:00014138n
d000.s04512.t00002 bn:00007309n
d000.s04512.t00003 bn:00090485v
d000.s04512.t00004 bn:00101836a
d000.s04512.t00005 bn:00092756v
d000.s04512.t00006 bn:00078738n
d000.s04513.t00000 bn:00053531n
d000.s04513.t00001 bn:00090448v
d000.s04513.t00002 bn:00092763v
d000.s04514.t00000 bn:00018843n
d000.s04514.t00001 bn:00056758n
d000.s04514.t00002 bn:00116211r
d000.s04514.t00003 bn:00098282a
d000.s04514.t00004 bn:00086682v
d000.s04515.t00000 bn:00084733v
d000.s04516.t00000 bn:00090448v
d000.s04516.t00001 bn:00100914a
d000.s04516.t00002 bn:00069946n
d000.s04516.t00003 bn:00034048n
d000.s04517.t00000 bn:00019333n
d000.s04517.t00001 bn:00032675n
d000.s04518.t00000 bn:00000356n
d000.s04518.t00001 bn:00032675n
d000.s04518.t00002 bn:00069620n
d000.s04518.t00003 bn:00098342a
d000.s04518.t00004 bn:00098887a
d000.s04518.t00005 bn:00044128n
d000.s04518.t00006 bn:00022678n
d000.s04518.t00007 bn:00032512n
d000.s04518.t00008 bn:00012289n
d000.s04518.t00009 bn:00090448v
d000.s04518.t00010 bn:00008187n
d000.s04518.t00011 bn:00079079n
d000.s04518.t00012 bn:00035053n
d000.s04518.t00013 bn:00046961n
d000.s04519.t00000 bn:00089277v
d000.s04519.t00001 bn:00019333n
d000.s04519.t00002 bn:00090400v
d000.s04519.t00003 bn:00075673n
d000.s04520.t00000 bn:00021563n
d000.s04520.t00001 bn:00089277v
d000.s04520.t00002 bn:00091912v
d000.s04521.t00000 bn:00103672a
d000.s04521.t00001 bn:00090142v
d000.s04522.t00000 bn:00092756v
d000.s04522.t00001 bn:00109359a
d000.s04522.t00002 bn:00089280v
d000.s04522.t00003 bn:00088096v
d000.s04523.t00000 bn:00103672a
d000.s04523.t00001 bn:00041204n
d000.s04523.t00002 bn:00086682v
d000.s04523.t00003 bn:00085714v
d000.s04524.t00000 bn:00022991n
d000.s04524.t00001 bn:00114246r
d000.s04525.t00000 bn:00012839n
d000.s04525.t00001 bn:00044737n
d000.s04525.t00002 bn:00021395n
d000.s04526.t00000 bn:00087901v
d000.s04526.t00001 bn:00018207n
d000.s04526.t00002 bn:00086122v
d000.s04526.t00003 bn:00033963n
d000.s04526.t00004 bn:00012886n
d000.s04526.t00005 bn:00005702n
d000.s04527.t00000 bn:00074900n
d000.s04527.t00001 bn:00084343v
d000.s04527.t00002 bn:00023236n
d000.s04527.t00003 bn:00109485a
d000.s04528.t00000 bn:00094089v
d000.s04528.t00001 bn:00094650v
d000.s04528.t00002 bn:00033687n
d000.s04528.t00003 bn:00022991n
d000.s04528.t00004 bn:00043484n
d000.s04529.t00000 bn:00018024n
d000.s04529.t00001 bn:00072016n
d000.s04529.t00002 bn:00085342v
d000.s04529.t00003 bn:00007140n
d000.s04529.t00004 bn:00082668v
d000.s04529.t00005 bn:00048592n
d000.s04529.t00006 bn:00077268n
d000.s04530.t00000 bn:00071215n
d000.s04530.t00001 bn:00084733v
d000.s04531.t00000 bn:00009020n
d000.s04531.t00001 bn:00028247n
d000.s04531.t00002 bn:00093776v
d000.s04532.t00000 bn:00051771n
d000.s04532.t00001 bn:00009020n
d000.s04533.t00000 bn:00009020n
d000.s04533.t00001 bn:00001939n
d000.s04533.t00002 bn:00080386n
d000.s04533.t00003 bn:00063584n
d000.s04533.t00004 bn:00114203r
d000.s04534.t00000 bn:00085859v
d000.s04534.t00001 bn:00019848n
d000.s04534.t00002 bn:00028247n
d000.s04534.t00003 bn:00114626r
d000.s04534.t00004 bn:00008333n
d000.s04534.t00005 bn:00019956n
d000.s04534.t00006 bn:00062568n
d000.s04534.t00007 bn:00021903n
d000.s04534.t00008 bn:00080386n
d000.s04535.t00000 bn:00104632a
d000.s04535.t00001 bn:00024065n
d000.s04535.t00002 bn:00019763n
d000.s04535.t00003 bn:00107879a
d000.s04535.t00004 bn:00089105v
d000.s04535.t00005 bn:00071215n
d000.s04535.t00006 bn:00077267n
d000.s04535.t00007 bn:00015106n
d000.s04536.t00000 bn:00025236n
d000.s04536.t00001 bn:00068696n
d000.s04536.t00002 bn:00017515n
d000.s04536.t00003 bn:00093939v
d000.s04536.t00004 bn:00033599n
d000.s04537.t00000 bn:00101236a
d000.s04537.t00001 bn:00021248n
d000.s04537.t00002 bn:00114234r
d000.s04537.t00003 bn:00086797v
d000.s04537.t00004 bn:00061229n
d000.s04538.t00000 bn:00069619n
d000.s04538.t00001 bn:00019319n
d000.s04539.t00000 bn:00069619n
d000.s04539.t00001 bn:00098342a
d000.s04539.t00002 bn:00021248n
d000.s04540.t00000 bn:00084931v
d000.s04540.t00001 bn:00069619n
d000.s04540.t00002 bn:00019319n
d000.s04540.t00003 bn:00008870n
d000.s04540.t00004 bn:00051758n
d000.s04541.t00000 bn:00043259n
d000.s04541.t00001 bn:00051758n
d000.s04541.t00002 bn:00058495n
d000.s04542.t00000 bn:00107555a
d000.s04542.t00001 bn:00069619n
d000.s04542.t00002 bn:00051758n
d000.s04542.t00003 bn:00025314n
d000.s04543.t00000 bn:00102336a
d000.s04543.t00001 bn:00018345n
d000.s04543.t00002 bn:00019319n
d000.s04544.t00000 bn:00104971a
d000.s04544.t00001 bn:00027022n
d000.s04544.t00002 bn:00026696n
d000.s04544.t00003 bn:00064168n
d000.s04544.t00004 bn:00082281v
d000.s04544.t00005 bn:00092424v
d000.s04544.t00006 bn:00018345n
d000.s04544.t00007 bn:00017621n
d000.s04544.t00008 bn:00015418n
d000.s04544.t00009 bn:00086557v
d000.s04545.t00000 bn:00018345n
d000.s04545.t00001 bn:00084931v
d000.s04545.t00002 bn:00074790n
d000.s04546.t00000 bn:00114234r
d000.s04546.t00001 bn:00104972a
d000.s04546.t00002 bn:00041942n
d000.s04546.t00003 bn:00047025n
d000.s04546.t00004 bn:00063595n
d000.s04547.t00000 bn:00074790n
d000.s04547.t00001 bn:00084931v
d000.s04547.t00002 bn:00005513n
d000.s04547.t00003 bn:00027797n
d000.s04548.t00000 bn:00018345n
d000.s04548.t00001 bn:00073919n
d000.s04548.t00002 bn:00066915n
d000.s04548.t00003 bn:00085647v
d000.s04549.t00000 bn:00073919n
d000.s04549.t00001 bn:00066915n
d000.s04550.t00000 bn:00019586n
d000.s04550.t00001 bn:00069619n
d000.s04550.t00002 bn:00034021n
d000.s04551.t00000 bn:00019586n
d000.s04551.t00001 bn:00069619n
d000.s04551.t00002 bn:00034021n
d000.s04552.t00000 bn:00096474a
d000.s04552.t00001 bn:00069619n
d000.s04553.t00000 bn:00082872v
d000.s04554.t00000 bn:00047238n
d000.s04554.t00001 bn:00030951n
d000.s04554.t00002 bn:00065677n
d000.s04554.t00003 bn:00069079n
d000.s04554.t00004 bn:00000356n
d000.s04555.t00000 bn:00009654n
d000.s04555.t00001 bn:00082233v
d000.s04555.t00002 bn:00063707n
d000.s04555.t00003 bn:00017621n
d000.s04555.t00004 bn:00061549n
d000.s04555.t00005 bn:00026103n
d000.s04555.t00006 bn:00066933n
d000.s04555.t00007 bn:00064712n
d000.s04555.t00008 bn:00026107n
d000.s04555.t00009 bn:00017362n
d000.s04556.t00000 bn:00047240n
d000.s04556.t00001 bn:00089792v
d000.s04556.t00002 bn:00004451n
d000.s04556.t00003 bn:00009654n
d000.s04556.t00004 bn:00018345n
d000.s04556.t00005 bn:00082233v
d000.s04557.t00000 bn:00047238n
d000.s04557.t00001 bn:00032045n
d000.s04557.t00002 bn:00082777v
d000.s04557.t00003 bn:00027797n
d000.s04557.t00004 bn:00046705n
d000.s04558.t00000 bn:00102969a
d000.s04558.t00001 bn:00008870n
d000.s04558.t00002 bn:00082596v
d000.s04558.t00003 bn:00027797n
d000.s04558.t00004 bn:00096397a
d000.s04558.t00005 bn:00087679v
d000.s04559.t00000 bn:00018345n
d000.s04559.t00001 bn:00089351v
d000.s04559.t00002 bn:00104162a
d000.s04559.t00003 bn:00074633n
d000.s04559.t00004 bn:00063707n
d000.s04559.t00005 bn:00025913n
d000.s04559.t00006 bn:00005863n
d000.s04559.t00007 bn:00032286n
d000.s04559.t00008 bn:00007011n
d000.s04559.t00009 bn:00030721n
d000.s04559.t00010 bn:00082226v
d000.s04560.t00000 bn:00018345n
d000.s04560.t00001 bn:00082690v
d000.s04560.t00002 bn:00001734n
d000.s04561.t00000 bn:00115147r
d000.s04561.t00001 bn:00074033n
d000.s04561.t00002 bn:00082641v
d000.s04561.t00003 bn:00068233n
d000.s04561.t00004 bn:00106642a
d000.s04562.t00000 bn:00092988v
d000.s04562.t00001 bn:00030627n
d000.s04562.t00002 bn:00018345n
d000.s04563.t00000 bn:00083141v
d000.s04563.t00001 bn:00099838a
d000.s04563.t00002 bn:00025928n
d000.s04563.t00003 bn:00004801n
d000.s04564.t00000 bn:00083181v
d000.s04564.t00001 bn:00067280n
d000.s04564.t00002 bn:00032045n
d000.s04564.t00003 bn:00030627n
d000.s04564.t00004 bn:00046961n
d000.s04564.t00005 bn:00095480v
d000.s04564.t00006 bn:00086799v
d000.s04564.t00007 bn:00046516n
d000.s04564.t00008 bn:00105981a
d000.s04564.t00009 bn:00004801n
d000.s04564.t00010 bn:00113502a
d000.s04564.t00011 bn:00025965n
d000.s04564.t00012 bn:00082913v
d000.s04565.t00000 bn:00026350n
d000.s04565.t00001 bn:00081568n
d000.s04565.t00002 bn:00086557v
d000.s04566.t00000 bn:00041942n
d000.s04566.t00001 bn:00026716n
d000.s04566.t00002 bn:00074790n
d000.s04566.t00003 bn:00081593n
d000.s04566.t00004 bn:00087732v
d000.s04566.t00005 bn:00082481v
d000.s04566.t00006 bn:00018345n
d000.s04566.t00007 bn:00092424v
d000.s04567.t00000 bn:00030951n
d000.s04567.t00001 bn:00021394n
d000.s04567.t00002 bn:00004801n
d000.s04568.t00000 bn:00082442v
d000.s04568.t00001 bn:00020378n
d000.s04568.t00002 bn:00017761n
d000.s04569.t00000 bn:00045632n
d000.s04569.t00001 bn:00009654n
d000.s04569.t00002 bn:00083377v
d000.s04569.t00003 bn:00006541n
d000.s04569.t00004 bn:00018345n
d000.s04569.t00005 bn:00087618v
d000.s04570.t00000 bn:00047688n
d000.s04570.t00001 bn:00004801n
d000.s04571.t00000 bn:00086807v
d000.s04571.t00001 bn:00114079r
d000.s04571.t00002 bn:00006382n
d000.s04571.t00003 bn:00018345n
d000.s04571.t00004 bn:00082281v
d000.s04571.t00005 bn:00061054n
d000.s04571.t00006 bn:00078738n
d000.s04572.t00000 bn:00083370v
d000.s04573.t00000 bn:00046693n
d000.s04573.t00001 bn:00000724n
d000.s04574.t00000 bn:00046958n
d000.s04574.t00001 bn:00019586n
d000.s04574.t00002 bn:00009065n
d000.s04574.t00003 bn:00060556n
d000.s04574.t00004 bn:00081546n
d000.s04574.t00005 bn:00073279n
d000.s04574.t00006 bn:00049910n
d000.s04574.t00007 bn:00000494n
d000.s04575.t00000 bn:00009065n
d000.s04575.t00001 bn:00097859a
d000.s04575.t00002 bn:00031337n
d000.s04575.t00003 bn:00082705v
d000.s04575.t00004 bn:00074790n
d000.s04576.t00000 bn:00069079n
d000.s04576.t00001 bn:00099838a
d000.s04576.t00002 bn:00081593n
d000.s04577.t00000 bn:00045161n
d000.s04577.t00001 bn:00047033n
d000.s04577.t00002 bn:00032654n
d000.s04577.t00003 bn:00016402n
d000.s04577.t00004 bn:00047354n
d000.s04577.t00005 bn:00021394n
d000.s04578.t00000 bn:00111167a
d000.s04578.t00001 bn:00003793n
d000.s04578.t00002 bn:00082705v
d000.s04579.t00000 bn:00082929v
d000.s04580.t00000 bn:00115147r
d000.s04580.t00001 bn:00008870n
d000.s04580.t00002 bn:00018345n
d000.s04580.t00003 bn:00069079n
d000.s04580.t00004 bn:00031337n
d000.s04580.t00005 bn:00087452v
d000.s04581.t00000 bn:00018345n
d000.s04581.t00001 bn:00089351v
d000.s04581.t00002 bn:00000724n
d000.s04581.t00003 bn:00078738n
d000.s04582.t00000 bn:00018345n
d000.s04582.t00001 bn:00087452v
d000.s04583.t00000 bn:00018345n
d000.s04583.t00001 bn:00089351v
d000.s04583.t00002 bn:00078738n
d000.s04584.t00000 bn:00033729n
d000.s04584.t00001 bn:00047033n
d000.s04584.t00002 bn:00021394n
d000.s04584.t00003 bn:00027022n
d000.s04584.t00004 bn:00000724n
d000.s04585.t00000 bn:00075812n
d000.s04585.t00001 bn:00111167a
d000.s04585.t00002 bn:00003793n
d000.s04585.t00003 bn:00025314n
d000.s04585.t00004 bn:00082705v
d000.s04586.t00000 bn:00034369n
