d000.s00000.t00000 bn:00058442n
d000.s02198.t00000 bn:00041814n
d000.s02199.t00000 bn:00043263n
d000.s02200.t00000 bn:00044141n
d000.s02201.t00000 bn:00046558n
d000.s02202.t00000 bn:00028934n
d000.s02203.t00000 bn:00028934n
d000.s02204.t00000 bn:00028934n
d000.s02205.t00000 bn:00050412n
d000.s02206.t00000 bn:00053536n
d000.s02207.t00000 bn:00034046n
d000.s02208.t00000 bn:00054482n
d000.s02209.t00000 bn:00055335n
d000.s02210.t00000 bn:00055813n
d000.s02211.t00000 bn:00055809n
d000.s02212.t00000 bn:00055809n
d000.s02213.t00000 bn:00056071n
d000.s02214.t00000 bn:00056138n
d000.s02215.t00000 bn:00056508n
d000.s02216.t00000 bn:00057017n
d000.s02217.t00000 bn:00057164n
d000.s02218.t00000 bn:00057310n
d000.s02219.t00000 bn:00023288n
d000.s02220.t00000 bn:00061558n
d000.s02221.t00000 bn:00016896n
d000.s02222.t00000 bn:00017609n
d000.s02223.t00000 bn:00017609n
d000.s02224.t00000 bn:00063119n
d000.s02225.t00000 bn:00063508n
d000.s02226.t00000 bn:00063537n
d000.s02227.t00000 bn:00056427n
d000.s02228.t00000 bn:00065567n
d000.s02229.t00000 bn:00067065n
d000.s02230.t00000 bn:00067948n
d000.s02231.t00000 bn:00068045n
d000.s02232.t00000 bn:00068425n
d000.s02233.t00000 bn:00068425n
d000.s02234.t00000 bn:00046303n
d000.s02235.t00000 bn:00072194n
d000.s02236.t00000 bn:00073554n
d000.s02237.t00000 bn:00074702n
d000.s02238.t00000 bn:00075170n
d000.s02239.t00000 bn:00075170n
d000.s02240.t00000 bn:00076039n
d000.s02241.t00000 bn:00077904n
d000.s02242.t00000 bn:00077904n
d000.s02243.t00000 bn:00022991n
d000.s02244.t00000 bn:00079298n
d000.s02245.t00000 bn:00078031n
d000.s02246.t00000 bn:00078031n
d000.s02247.t00000 bn:00078031n
d000.s02248.t00000 bn:00079771n
d000.s02249.t00000 bn:00053089n
d000.s02250.t00000 bn:00045335n
d000.s02251.t00000 bn:00057016n
d000.s02252.t00000 bn:00029176n
d000.s02253.t00000 bn:00007437n
d000.s02254.t00000 bn:00066095n
d000.s02255.t00000 bn:00001490n
d000.s02256.t00000 bn:00069344n
d000.s02257.t00000 bn:00013920n
d000.s02258.t00000 bn:00013920n
d000.s02259.t00000 bn:00032708n
d000.s02260.t00000 bn:00056915n
d000.s02261.t00000 bn:00022443n
d000.s02262.t00000 bn:00060864n
d000.s02263.t00000 bn:00029214n
d000.s02264.t00000 bn:00004152n
d000.s02265.t00000 bn:00004152n
d000.s02266.t00000 bn:00047446n
d000.s02267.t00000 bn:00045868n
d000.s02268.t00000 bn:00000992n
d000.s02269.t00000 bn:00000992n
d000.s02270.t00000 bn:00001177n
d000.s02271.t00000 bn:00001458n
d000.s02272.t00000 bn:00001598n
d000.s02273.t00000 bn:00001598n
d000.s02274.t00000 bn:00002544n
d000.s02275.t00000 bn:00002956n
d000.s02276.t00000 bn:00005002n
d000.s02277.t00000 bn:00005340n
d000.s02278.t00000 bn:00005340n
d000.s02279.t00000 bn:00006461n
d000.s02280.t00000 bn:00006461n
d000.s02281.t00000 bn:00006523n
d000.s02282.t00000 bn:00006523n
d000.s02283.t00000 bn:00006531n
d000.s02284.t00000 bn:00007297n
d000.s02285.t00000 bn:00007630n
d000.s02286.t00000 bn:00007630n
d000.s02287.t00000 bn:00007630n
d000.s02288.t00000 bn:00012294n
d000.s02289.t00000 bn:00012570n
d000.s02290.t00000 bn:00009419n
d000.s02291.t00000 bn:00012662n
d000.s02292.t00000 bn:00011357n
d000.s02293.t00000 bn:00013371n
d000.s02294.t00000 bn:00013720n
d000.s02295.t00000 bn:00014824n
d000.s02296.t00000 bn:00014830n
d000.s02297.t00000 bn:00016607n
d000.s02298.t00000 bn:00016990n
d000.s02299.t00000 bn:00016413n
d000.s02300.t00000 bn:00018345n
d000.s02301.t00000 bn:00018345n
d000.s02302.t00000 bn:00018346n
d000.s02303.t00000 bn:00018346n
d000.s02304.t00000 bn:00018357n
d000.s02305.t00000 bn:00019410n
d000.s02306.t00000 bn:00020592n
d000.s02307.t00000 bn:00020621n
d000.s02308.t00000 bn:00020621n
d000.s02309.t00000 bn:00003341n
d000.s02310.t00000 bn:00006532n
d000.s02311.t00000 bn:00023476n
d000.s02312.t00000 bn:00023505n
d000.s02313.t00000 bn:00024141n
d000.s02314.t00000 bn:00010740n
d000.s02315.t00000 bn:00010562n
d000.s02316.t00000 bn:00025364n
d000.s02317.t00000 bn:00027976n
d000.s02318.t00000 bn:00027995n
d000.s02319.t00000 bn:00028343n
d000.s02320.t00000 bn:00028919n
d000.s02321.t00000 bn:00030559n
d000.s02322.t00000 bn:00030815n
d000.s02323.t00000 bn:00032116n
d000.s02324.t00000 bn:00032238n
d000.s02325.t00000 bn:00033614n
d000.s02326.t00000 bn:00009616n
d000.s02327.t00000 bn:00014190n
d000.s02328.t00000 bn:00034021n
d000.s02329.t00000 bn:00034021n
d000.s02330.t00000 bn:00035347n
d000.s02331.t00000 bn:00012293n
d000.s02332.t00000 bn:00009631n
d000.s02333.t00000 bn:00036538n
d000.s02334.t00000 bn:00012682n
d000.s02335.t00000 bn:00040536n
d000.s02336.t00000 bn:00040542n
d000.s02337.t00000 bn:00040568n
d000.s02338.t00000 bn:00040879n
d000.s02339.t00000 bn:00042094n
d000.s02340.t00000 bn:00042433n
d000.s02341.t00000 bn:00018319n
d000.s02342.t00000 bn:00043772n
d000.s02343.t00000 bn:00044739n
d000.s02344.t00000 bn:00046138n
d000.s02345.t00000 bn:00048615n
d000.s02346.t00000 bn:00049666n
d000.s02347.t00000 bn:00051580n
d000.s02348.t00000 bn:00052528n
d000.s02349.t00000 bn:00052664n
d000.s02350.t00000 bn:00052664n
d000.s02351.t00000 bn:00012569n
d000.s02352.t00000 bn:00012569n
d000.s02353.t00000 bn:00077999n
d000.s02354.t00000 bn:00001533n
d000.s02355.t00000 bn:00053099n
d000.s02356.t00000 bn:00053304n
d000.s02357.t00000 bn:00034004n
d000.s02358.t00000 bn:00034004n
d000.s02359.t00000 bn:00034004n
d000.s02360.t00000 bn:00054972n
d000.s02361.t00000 bn:00041200n
d000.s02362.t00000 bn:00055447n
d000.s02363.t00000 bn:00043850n
d000.s02364.t00000 bn:00055954n
d000.s02365.t00000 bn:00034027n
d000.s02366.t00000 bn:00047692n
d000.s02367.t00000 bn:00005867n
d000.s02368.t00000 bn:00059953n
d000.s02369.t00000 bn:00058274n
d000.s02370.t00000 bn:00060837n
d000.s02371.t00000 bn:00060847n
d000.s02372.t00000 bn:00061017n
d000.s02373.t00000 bn:00061737n
d000.s02374.t00000 bn:00061722n
d000.s02375.t00000 bn:00061742n
d000.s02376.t00000 bn:00007436n
d000.s02377.t00000 bn:00045278n
d000.s02378.t00000 bn:00058698n
d000.s02379.t00000 bn:00064916n
d000.s02380.t00000 bn:00035773n
d000.s02381.t00000 bn:00035773n
d000.s02382.t00000 bn:00055584n
d000.s02383.t00000 bn:00055584n
d000.s02384.t00000 bn:00064128n
d000.s02385.t00000 bn:00017517n
d000.s02386.t00000 bn:00032742n
d000.s02387.t00000 bn:00043259n
d000.s02388.t00000 bn:00064578n
d000.s02389.t00000 bn:00017924n
d000.s02390.t00000 bn:00017562n
d000.s02391.t00000 bn:00068047n
d000.s02392.t00000 bn:00068047n
d000.s02393.t00000 bn:00013851n
d000.s02394.t00000 bn:00070464n
d000.s02395.t00000 bn:00071204n
d000.s02396.t00000 bn:00071841n
d000.s02397.t00000 bn:00071838n
d000.s02398.t00000 bn:00072698n
d000.s02399.t00000 bn:00012571n
d000.s02400.t00000 bn:00012571n
d000.s02401.t00000 bn:00073170n
d000.s02402.t00000 bn:00051972n
d000.s02403.t00000 bn:00073373n
d000.s02404.t00000 bn:00047203n
d000.s02405.t00000 bn:00073686n
d000.s02406.t00000 bn:00007837n
d000.s02407.t00000 bn:00001456n
d000.s02408.t00000 bn:00075424n
d000.s02409.t00000 bn:00053793n
d000.s02410.t00000 bn:00067134n
d000.s02411.t00000 bn:00077225n
d000.s02412.t00000 bn:00077225n
d000.s02413.t00000 bn:00013852n
d000.s02414.t00000 bn:00013852n
d000.s02415.t00000 bn:00078832n
d000.s02416.t00000 bn:00079886n
d000.s02417.t00000 bn:00080753n
d000.s02418.t00000 bn:00081045n
d000.s02419.t00000 bn:00081045n
d000.s02420.t00000 bn:00001530n
d000.s02421.t00000 bn:00000386n
d000.s02422.t00000 bn:00030384n
d000.s02423.t00000 bn:00064237n
d000.s02424.t00000 bn:00021961n
d000.s02425.t00000 bn:00021961n
d000.s02426.t00000 bn:00001873n
d000.s02427.t00000 bn:00008325n
d000.s02428.t00000 bn:00008325n
d000.s02429.t00000 bn:00046696n
d000.s02430.t00000 bn:00064586n
d000.s02431.t00000 bn:00036003n
d000.s02432.t00000 bn:00036003n
d000.s02433.t00000 bn:00036003n
d000.s02434.t00000 bn:00003341n
d000.s02434.t00001 bn:00000540n
d000.s02435.t00000 bn:00005012n
d000.s02436.t00000 bn:00011386n
d000.s02437.t00000 bn:00002188n
d000.s02438.t00000 bn:00017792n
d000.s02439.t00000 bn:00024510n
d000.s02440.t00000 bn:00025583n
d000.s02441.t00000 bn:00030181n
d000.s02442.t00000 bn:00030820n
d000.s02443.t00000 bn:00002954n
d000.s02444.t00000 bn:00035768n
d000.s02445.t00000 bn:00041491n
d000.s02446.t00000 bn:00041491n
d000.s02447.t00000 bn:00041491n
d000.s02448.t00000 bn:00051054n
d000.s02449.t00000 bn:00051108n
d000.s02450.t00000 bn:00030223n
d000.s02451.t00000 bn:00055811n
d000.s02452.t00000 bn:00055811n
d000.s02453.t00000 bn:00075171n
d000.s02454.t00000 bn:00055430n
d000.s02455.t00000 bn:00035778n
d000.s02456.t00000 bn:00059900n
d000.s02457.t00000 bn:00072677n
d000.s02458.t00000 bn:00076553n
d000.s02459.t00000 bn:00076463n
d000.s02460.t00000 bn:00006808n
d000.s02461.t00000 bn:00006808n
d000.s02462.t00000 bn:00002216n
d000.s02463.t00000 bn:00002216n
d000.s02464.t00000 bn:00073557n
d000.s02465.t00000 bn:00030762n
d000.s02466.t00000 bn:00015001n
d000.s02467.t00000 bn:00009815n
d000.s02468.t00000 bn:00009815n
d000.s02469.t00000 bn:00001019n
d000.s02470.t00000 bn:00049836n
d000.s02471.t00000 bn:00055645n
d000.s02472.t00000 bn:00010307n
d000.s02473.t00000 bn:00000674n
d000.s02474.t00000 bn:00008569n
d000.s02475.t00000 bn:00074977n
d000.s02476.t00000 bn:00007497n
d000.s02477.t00000 bn:00064208n
d000.s02478.t00000 bn:00022272n
d000.s02479.t00000 bn:00064160n
d000.s02480.t00000 bn:00029416n
d000.s02481.t00000 bn:00066966n
d000.s02482.t00000 bn:00004369n
d000.s02483.t00000 bn:00062677n
d000.s02484.t00000 bn:00025083n
d000.s02485.t00000 bn:00025083n
d000.s02486.t00000 bn:00064309n
d000.s02487.t00000 bn:00029241n
d000.s02488.t00000 bn:00047080n
d000.s02489.t00000 bn:00017235n
d000.s02490.t00000 bn:00052054n
d000.s02491.t00000 bn:00052050n
d000.s02492.t00000 bn:00052050n
d000.s02493.t00000 bn:00003601n
d000.s02494.t00000 bn:00003601n
d000.s02495.t00000 bn:00011485n
d000.s02496.t00000 bn:00070912n
d000.s02497.t00000 bn:00073240n
d000.s02498.t00000 bn:00066980n
d000.s02499.t00000 bn:00062993n
d000.s02500.t00000 bn:00007974n
d000.s02501.t00000 bn:00008374n
d000.s02502.t00000 bn:00078487n
d000.s02503.t00000 bn:00012877n
d000.s02504.t00000 bn:00003336n
d000.s02505.t00000 bn:00011354n
d000.s02506.t00000 bn:00035653n
d000.s02507.t00000 bn:00044304n
d000.s02508.t00000 bn:00008378n
d000.s02509.t00000 bn:00055644n
d000.s02510.t00000 bn:00055646n
d000.s02511.t00000 bn:00017658n
d000.s02512.t00000 bn:00065584n
d000.s02513.t00000 bn:00008375n
d000.s02514.t00000 bn:00000748n
d000.s02515.t00000 bn:00061125n
d000.s02516.t00000 bn:00017368n
d000.s02517.t00000 bn:00013640n
d000.s02518.t00000 bn:00013639n
d000.s02519.t00000 bn:00000472n
d000.s02520.t00000 bn:00000852n
d000.s02521.t00000 bn:00001657n
d000.s02522.t00000 bn:00016661n
d000.s02523.t00000 bn:00018121n
d000.s02524.t00000 bn:00026104n
d000.s02525.t00000 bn:00026104n
d000.s02526.t00000 bn:00025479n
d000.s02527.t00000 bn:00026442n
d000.s02528.t00000 bn:00026529n
d000.s02529.t00000 bn:00025480n
d000.s02530.t00000 bn:00026693n
d000.s02531.t00000 bn:00026696n
d000.s02532.t00000 bn:00026696n
d000.s02533.t00000 bn:00026696n
d000.s02534.t00000 bn:00031968n
d000.s02535.t00000 bn:00034222n
d000.s02536.t00000 bn:00034625n
d000.s02537.t00000 bn:00036169n
d000.s02538.t00000 bn:00037430n
d000.s02539.t00000 bn:00040682n
d000.s02540.t00000 bn:00045390n
d000.s02541.t00000 bn:00041979n
d000.s02542.t00000 bn:00046675n
d000.s02543.t00000 bn:00047735n
d000.s02544.t00000 bn:00047734n
d000.s02545.t00000 bn:00053403n
d000.s02546.t00000 bn:00018115n
d000.s02547.t00000 bn:00016665n
d000.s02548.t00000 bn:00058509n
d000.s02549.t00000 bn:00036838n
d000.s02550.t00000 bn:00036838n
d000.s02551.t00000 bn:00046662n
d000.s02552.t00000 bn:00062867n
d000.s02553.t00000 bn:00064545n
d000.s02554.t00000 bn:00064545n
d000.s02555.t00000 bn:00064622n
d000.s02556.t00000 bn:00064622n
d000.s02557.t00000 bn:00064685n
d000.s02558.t00000 bn:00073079n
d000.s02559.t00000 bn:00027038n
d000.s02560.t00000 bn:00078020n
d000.s02561.t00000 bn:00058285n
d000.s02562.t00000 bn:00079106n
d000.s02563.t00000 bn:00060521n
d000.s02564.t00000 bn:00065758n
d000.s02565.t00000 bn:00055057n
d000.s02566.t00000 bn:00080835n
d000.s02567.t00000 bn:00063218n
d000.s02568.t00000 bn:00063218n
d000.s02569.t00000 bn:00005380n
d000.s02570.t00000 bn:00081549n
d000.s02571.t00000 bn:00000145n
d000.s02572.t00000 bn:00042766n
d000.s02573.t00000 bn:00015129n
d000.s02574.t00000 bn:00055045n
d000.s02575.t00000 bn:00008468n
d000.s02576.t00000 bn:00025968n
d000.s02577.t00000 bn:00050327n
d000.s02578.t00000 bn:00049021n
d000.s02579.t00000 bn:00070132n
d000.s02580.t00000 bn:00036111n
d000.s02581.t00000 bn:00027078n
d000.s02582.t00000 bn:00024130n
d000.s02583.t00000 bn:00024130n
d000.s02584.t00000 bn:00024950n
d000.s02585.t00000 bn:00010726n
d000.s02586.t00000 bn:00010726n
d000.s02587.t00000 bn:00010726n
d000.s02588.t00000 bn:00070824n
d000.s02589.t00000 bn:00073548n
d000.s02590.t00000 bn:00023270n
d000.s02591.t00000 bn:00028709n
d000.s02592.t00000 bn:00028709n
d000.s02593.t00000 bn:00044196n
d000.s02594.t00000 bn:00073129n
d000.s02595.t00000 bn:00073129n
d000.s02596.t00000 bn:00008985n
d000.s02597.t00000 bn:00008985n
d000.s02598.t00000 bn:00009055n
d000.s02599.t00000 bn:00026093n
d000.s02600.t00000 bn:00026093n
d000.s02601.t00000 bn:00030098n
d000.s02602.t00000 bn:00080229n
d000.s02603.t00000 bn:00045161n
d000.s02604.t00000 bn:00036824n
d000.s02605.t00000 bn:00036824n
d000.s02606.t00000 bn:00047659n
d000.s02607.t00000 bn:00045826n
d000.s02608.t00000 bn:00060686n
d000.s02609.t00000 bn:00008870n
d000.s02610.t00000 bn:00066994n
d000.s02611.t00000 bn:00021395n
d000.s02612.t00000 bn:00021395n
d000.s02613.t00000 bn:00026623n
d000.s02614.t00000 bn:00079107n
d000.s02615.t00000 bn:00079107n
d000.s02616.t00000 bn:00054276n
d000.s02617.t00000 bn:00054276n
d000.s02618.t00000 bn:00069467n
d000.s02619.t00000 bn:00069468n
d000.s02620.t00000 bn:00069468n
d000.s02621.t00000 bn:00027353n
d000.s02622.t00000 bn:00021337n
d000.s02623.t00000 bn:00002514n
d000.s02624.t00000 bn:00058008n
d000.s02625.t00000 bn:00004748n
d000.s02626.t00000 bn:00063288n
d000.s02627.t00000 bn:00047338n
d000.s02628.t00000 bn:00027023n
d000.s02629.t00000 bn:00027023n
d000.s02630.t00000 bn:00043386n
d000.s02631.t00000 bn:00009867n
d000.s02632.t00000 bn:00019169n
d000.s02633.t00000 bn:00029582n
d000.s02634.t00000 bn:00030406n
d000.s02635.t00000 bn:00036107n
d000.s02636.t00000 bn:00013761n
d000.s02637.t00000 bn:00030407n
d000.s02638.t00000 bn:00008789n
d000.s02639.t00000 bn:00030408n
d000.s02640.t00000 bn:00023645n
d000.s02641.t00000 bn:00009870n
d000.s02642.t00000 bn:00009870n
d000.s02643.t00000 bn:00030635n
d000.s02644.t00000 bn:00030635n
d000.s02645.t00000 bn:00028329n
d000.s02646.t00000 bn:00028329n
d000.s02647.t00000 bn:00012739n
d000.s02648.t00000 bn:00043359n
d000.s02649.t00000 bn:00043359n
d000.s02650.t00000 bn:00063707n
d000.s02651.t00000 bn:00057886n
d000.s02652.t00000 bn:00057886n
d000.s02653.t00000 bn:00062703n
d000.s02654.t00000 bn:00072923n
d000.s02655.t00000 bn:00071869n
d000.s02656.t00000 bn:00071869n
d000.s02657.t00000 bn:00000740n
d000.s02658.t00000 bn:00001755n
d000.s02659.t00000 bn:00001755n
d000.s02660.t00000 bn:00043248n
d000.s02661.t00000 bn:00017557n
d000.s02662.t00000 bn:00023844n
d000.s02663.t00000 bn:00000942n
d000.s02664.t00000 bn:00000942n
d000.s02665.t00000 bn:00000942n
d000.s02666.t00000 bn:00000942n
d000.s02667.t00000 bn:00000942n
d000.s02668.t00000 bn:00000942n
d000.s02669.t00000 bn:00016402n
d000.s02670.t00000 bn:00016402n
d000.s02671.t00000 bn:00063703n
d000.s02672.t00000 bn:00063703n
d000.s02673.t00000 bn:00063703n
d000.s02674.t00000 bn:00017614n
d000.s02675.t00000 bn:00064072n
d000.s02676.t00000 bn:00064072n
d000.s02677.t00000 bn:00020943n
d000.s02678.t00000 bn:00001188n
d000.s02679.t00000 bn:00066414n
d000.s02680.t00000 bn:00076789n
d000.s02681.t00000 bn:00076789n
d000.s02682.t00000 bn:00076789n
d000.s02683.t00000 bn:00076789n
d000.s02684.t00000 bn:00064201n
d000.s02685.t00000 bn:00032876n
d000.s02686.t00000 bn:00051047n
d000.s02687.t00000 bn:00051047n
d000.s02688.t00000 bn:00002761n
d000.s02689.t00000 bn:00002761n
d000.s02690.t00000 bn:00051045n
d000.s02691.t00000 bn:00051045n
d000.s02692.t00000 bn:00053518n
d000.s02693.t00000 bn:00030616n
d000.s02694.t00000 bn:00079045n
d000.s02695.t00000 bn:00079045n
d000.s02696.t00000 bn:00059305n
d000.s02697.t00000 bn:00059305n
d000.s02698.t00000 bn:00021958n
d000.s02699.t00000 bn:00021958n
d000.s02700.t00000 bn:00046283n
d000.s02701.t00000 bn:00074459n
d000.s02702.t00000 bn:00074828n
d000.s02703.t00000 bn:00002030n
d000.s02704.t00000 bn:00021766n
d000.s02705.t00000 bn:00051114n
d000.s02706.t00000 bn:00010817n
d000.s02707.t00000 bn:00070820n
d000.s02708.t00000 bn:00030467n
d000.s02709.t00000 bn:00041463n
d000.s02710.t00000 bn:00068783n
d000.s02711.t00000 bn:00046829n
d000.s02712.t00000 bn:00050954n
d000.s02713.t00000 bn:00050954n
d000.s02714.t00000 bn:00050954n
d000.s02715.t00000 bn:00081932n
d000.s02716.t00000 bn:00081932n
d000.s02717.t00000 bn:00070681n
d000.s02718.t00000 bn:00015771n
d000.s02719.t00000 bn:00024586n
d000.s02720.t00000 bn:00072737n
d000.s02721.t00000 bn:00056031n
d000.s02722.t00000 bn:00035374n
d000.s02723.t00000 bn:00035374n
d000.s02724.t00000 bn:00051080n
d000.s02725.t00000 bn:00014198n
d000.s02726.t00000 bn:00009655n
d000.s02727.t00000 bn:00059125n
d000.s02728.t00000 bn:00005875n
d000.s02729.t00000 bn:00028097n
d000.s02730.t00000 bn:00077678n
d000.s02731.t00000 bn:00025510n
d000.s02732.t00000 bn:00033794n
d000.s02733.t00000 bn:00033794n
d000.s02734.t00000 bn:00033794n
d000.s02735.t00000 bn:00072101n
d000.s02736.t00000 bn:00028869n
d000.s02737.t00000 bn:00064168n
d000.s02738.t00000 bn:00029857n
d000.s02739.t00000 bn:00032145n
d000.s02740.t00000 bn:00060522n
d000.s02741.t00000 bn:00027634n
d000.s02742.t00000 bn:00071162n
d000.s02743.t00000 bn:00021388n
d000.s02744.t00000 bn:00006999n
d000.s02745.t00000 bn:00027291n
d000.s02746.t00000 bn:00024547n
d000.s02747.t00000 bn:00040628n
d000.s02748.t00000 bn:00036684n
d000.s02749.t00000 bn:00024603n
d000.s02750.t00000 bn:00012902n
d000.s02751.t00000 bn:00012902n
d000.s02752.t00000 bn:00056845n
d000.s02753.t00000 bn:00001868n
d000.s02754.t00000 bn:00071445n
d000.s02755.t00000 bn:00045286n
d000.s02756.t00000 bn:00066800n
d000.s02757.t00000 bn:00066309n
d000.s02758.t00000 bn:00043991n
d000.s02759.t00000 bn:00074633n
d000.s02760.t00000 bn:00074633n
d000.s02761.t00000 bn:00081918n
d000.s02762.t00000 bn:00078319n
d000.s02763.t00000 bn:00029333n
d000.s02764.t00000 bn:00021921n
d000.s02765.t00000 bn:00012527n
d000.s02766.t00000 bn:00074519n
d000.s02767.t00000 bn:00048242n
d000.s02768.t00000 bn:00048242n
d000.s02769.t00000 bn:00000937n
d000.s02770.t00000 bn:00005160n
d000.s02771.t00000 bn:00021748n
d000.s02772.t00000 bn:00079077n
d000.s02773.t00000 bn:00033926n
d000.s02774.t00000 bn:00021901n
d000.s02775.t00000 bn:00021997n
d000.s02776.t00000 bn:00006541n
d000.s02777.t00000 bn:00075708n
d000.s02778.t00000 bn:00027823n
d000.s02779.t00000 bn:00058941n
d000.s02780.t00000 bn:00066860n
d000.s02781.t00000 bn:00060645n
d000.s02782.t00000 bn:00066152n
d000.s02783.t00000 bn:00016546n
d000.s02784.t00000 bn:00027105n
d000.s02785.t00000 bn:00040601n
d000.s02786.t00000 bn:00000639n
d000.s02787.t00000 bn:00000639n
d000.s02788.t00000 bn:00027765n
d000.s02789.t00000 bn:00031653n
d000.s02790.t00000 bn:00056759n
d000.s02791.t00000 bn:00027532n
d000.s02792.t00000 bn:00027532n
d000.s02793.t00000 bn:00027566n
d000.s02794.t00000 bn:00027566n
d000.s02795.t00000 bn:00000216n
d000.s02796.t00000 bn:00006248n
d000.s02797.t00000 bn:00055744n
d000.s02798.t00000 bn:00055743n
d000.s02799.t00000 bn:00055743n
d000.s02800.t00000 bn:00008329n
d000.s02801.t00000 bn:00020912n
d000.s02802.t00000 bn:00043358n
d000.s02803.t00000 bn:00026107n
d000.s02804.t00000 bn:00025913n
d000.s02805.t00000 bn:00025913n
d000.s02806.t00000 bn:00025913n
d000.s02807.t00000 bn:00041221n
d000.s02808.t00000 bn:00031025n
d000.s02809.t00000 bn:00031025n
d000.s02810.t00000 bn:00046330n
d000.s02811.t00000 bn:00025865n
d000.s02812.t00000 bn:00025865n
d000.s02813.t00000 bn:00019222n
d000.s02814.t00000 bn:00019222n
d000.s02815.t00000 bn:00019222n
d000.s02816.t00000 bn:00011225n
d000.s02817.t00000 bn:00011225n
d000.s02818.t00000 bn:00080743n
d000.s02819.t00000 bn:00001586n
d000.s02820.t00000 bn:00027787n
d000.s02821.t00000 bn:00027787n
d000.s02822.t00000 bn:00035914n
d000.s02823.t00000 bn:00062839n
d000.s02824.t00000 bn:00017621n
d000.s02825.t00000 bn:00017621n
d000.s02826.t00000 bn:00007098n
d000.s02827.t00000 bn:00058538n
d000.s02828.t00000 bn:00026577n
d000.s02829.t00000 bn:00026577n
d000.s02830.t00000 bn:00026577n
d000.s02831.t00000 bn:00080746n
d000.s02832.t00000 bn:00001785n
d000.s02833.t00000 bn:00001785n
d000.s02834.t00000 bn:00046487n
d000.s02835.t00000 bn:00045430n
d000.s02836.t00000 bn:00059307n
d000.s02837.t00000 bn:00027635n
d000.s02838.t00000 bn:00054516n
d000.s02839.t00000 bn:00019219n
d000.s02840.t00000 bn:00005516n
d000.s02841.t00000 bn:00005516n
d000.s02842.t00000 bn:00064915n
d000.s02843.t00000 bn:00002248n
d000.s02844.t00000 bn:00019780n
d000.s02845.t00000 bn:00019781n
d000.s02846.t00000 bn:00019781n
d000.s02847.t00000 bn:00003263n
d000.s02848.t00000 bn:00033960n
d000.s02849.t00000 bn:00033960n
d000.s02850.t00000 bn:00015410n
d000.s02851.t00000 bn:00001174n
d000.s02852.t00000 bn:00028863n
d000.s02853.t00000 bn:00068799n
d000.s02854.t00000 bn:00068799n
d000.s02855.t00000 bn:00070219n
d000.s02856.t00000 bn:00025170n
d000.s02857.t00000 bn:00025170n
d000.s02858.t00000 bn:00030747n
d000.s02859.t00000 bn:00055849n
d000.s02860.t00000 bn:00054311n
d000.s02861.t00000 bn:00032379n
d000.s02862.t00000 bn:00032379n
d000.s02863.t00000 bn:00076212n
d000.s02864.t00000 bn:00076212n
d000.s02865.t00000 bn:00080751n
d000.s02866.t00000 bn:00025588n
d000.s02867.t00000 bn:00025588n
d000.s02868.t00000 bn:00018132n
